rating,sitter_image,end_date,text,owner_image,dogs,sitter,owner,start_date,sitter_phone_number,sitter_email,owner_phone_number,owner_email
2,https://images.dog.ceo/breeds/poodle-miniature/n02113712_2552.jpg,2013-03-22,Dolor augue torquent parturient consequat elit nonummy urna. Ipsum felis dictum habitasse mattis sapien. Lorem donec risus purus accumsan cum euismod leo. Risus fusce. Ipsum purus dis odio dui. Fames class magnis sollicitudin ridiculus cursus nulla. Dolor justo montes primis. Netus purus. Lacus fames volutpat massa lacus libero rutrum fermentum euismod metus netus torquent venenatis class. Risus fusce a eros id eget cras penatibus sociis adipiscing. Lacus dolor molestie nunc. Etiam dolor hac porta morbi mattis eu quis cras cursus. Lacus vitae montes. Lacus proin magna metus diam montes ad accumsan commodo pellentesque. Magna fusce nisl ante felis id ligula faucibus natoque nonummy. Proin donec tellus class torquent. Metus nulla quis elit felis feugiat pede porta posuere nisl. Morbi massa sed velit euismod rutrum leo enim.,https://images.dog.ceo/breeds/dane-great/n02109047_5005.jpg,Carlos|Faye|Mottley,Jessica L.,Charla H.,2013-02-18,+12898367165,user4669@t-mobile.com,+19611366473,user2757@hotmail.com
4,https://images.dog.ceo/breeds/ridgeback-rhodesian/n02087394_10588.jpg,2012-10-21,Felis nulla rutrum dis nisl. Proin felis. Massa etiam cras scelerisque viverra vel. Fames curae enim dui eni nonummy. Dolor netus dis laoreet purus. Etiam ipsum tristique et odio arcu velit. Risus vitae cursus nulla sit. Lorem felis magna consequat parturient eni vitae dignissim platea ultricies molestie aptent curae ve lacus varius fames et pede. Morbi neque. Vitae dolor sagittis. Felis magna. Nulla velit non quis sem quis est nulla amet vitae lorem mauris egestas. Ipsum class cursus scelerisque neque consequat elit aliquam ut consequat. Morbi nulla. Lacus nulla. Class justo amet proin integer praesent fusce magnis vitae iaculis at.,https://images.dog.ceo/breeds/doberman/n02107142_8675.jpg,Max|Sansa,Nelson M.,Steve K.,2012-10-14,+18934027964,user6604@yahoo.com,+19760847049,user7170@verizon.net
2,https://images.dog.ceo/breeds/malamute/n02110063_9861.jpg,2012-05-06,Metus nulla mattis vitae dui etiam euismod mi. Nulla lacus scelerisque eleifend fusce metus netus aliquam aliquet malesuada praesent duis. Augue lacus sodales mollis dis ligula massa. Risus netus sociis magnis ultricies mi. Proin felis sit porta elit leo aliquam. Nulla dolor a nullam phasellus sociis leo ac sociosqu nec cubilia id lectus. Neque morbi vulputate bibendum tempus. Curae magna orci. Velit morbi rhoncus mollis. Risus metus praesent dolor commodo ut lectus mus nisl nisi enim. Netus metus interdum cras iaculis vitae eni erat. Felis ipsum a orci ipsum. Fusce augue laoreet libero mus eni porttitor. Lorem ipsum purus interdum ipsum natoque hac turpis sodales egestas. Neque magna.,https://images.dog.ceo/breeds/cotondetulear/100_2013.jpg,uk|Myra|Zahra,Alex F.,Sheri S.,2012-04-25,+19138182891,user6713@gmail.com,+12647863687,user6721@t-mobile.com
5,https://images.dog.ceo/breeds/pinscher-miniature/n02107312_3980.jpg,2013-04-04,Class felis nam amet a nisl parturient ad. Justo risus ridiculus mauris. Fames magna suspendisse at luctus aliquet feugiat libero nisl. Curae dolor diam suspendisse viverra felis ante sit vel pellentesque mauris proin. Proin purus sit class porttitor. Velit morbi arcu. Fames porta. Nulla velit nam vel. Fusce neque turpis nec adipiscing parturient ad senectus. Netus nulla dictum dignissim conubia sollicitudin mattis class magna auctor at. Lacus proin. Justo class sem massa neque cursus. Lorem risus pede lobortis morbi hendrerit tincidunt nisi. Lacus justo gravida iaculis vulputate tortor nisi eu. Morbi etiam semper augue parturient id eleifend. Felis vitae risus euismod quis sollicitudin praesent velit. Dolor neque.,https://images.dog.ceo/breeds/cattledog-australian/IMG_3469.JPG,Zoey|Chewy|Holly,Carl P.,Kyle  J.,2013-01-19,+14236879848,user7345@verizon.net,+15470363133,user2665@yahoo.com
5,https://images.dog.ceo/breeds/leonberg/n02111129_1184.jpg,2012-03-10,Metus proin nonummy per id netus. Purus risus sociosqu vel amet habitant arcu dictum. Massa class sem risus velit orci fames consequat. Lacus proin. Massa netus montes magnis eleifend fringilla a leo malesuada. Vitae neque nam cubilia morbi. Porta vitae maecenas justo eu consectetuer egestas dis vestibulum rutrum metus adipiscing ullamcorper magnis ut. Vitae risus. Vitae morbi est. Dolor fames facilisi justo ridiculus vitae ut. Magna purus porta primis magna ut netus. Morbi proin diam. Risus nulla magna dui nostra senectus parturient magnis dis nullam augue. Justo etiam primis conubia cubilia cras et elit. Nulla massa est arcu quam id molestie neque morbi fames per vestibulum. Dolor porta rutrum sagittis torquent class pellentesque bibendum proin ut. Magna porta integer litora cum. Donec dolor placerat felis in hendrerit. Etiam lorem ipsum quam. Nulla ipsum integer hac hendrerit.,https://images.dog.ceo/breeds/boxer/IMG_3394.jpg,Emily|Giant,Kathryn S.,Cathy R.,2012-02-24,+12123547633,user4691@hotmail.com,+12278078266,user3914@hotmail.com
5,https://images.dog.ceo/breeds/wolfhound-irish/n02090721_4203.jpg,2012-10-11,Donec ipsum. Fusce fames. Neque class varius nisl nunc penatibus nostra facilisi. Massa nulla. Porta augue non. Proin risus sem. Netus magna magnis lorem nibh varius congue orci mi mus orci class aliquam. Fusce purus. Proin nulla integer odio consectetuer vestibulum nisi augue gravida. Ipsum dolor magnis suscipit massa urna sem erat amet parturient dignissim suspendisse eni. Etiam neque leo enim volutpat in est cras a. Porta curae magna felis molestie class ut eni. Vitae fames porttitor viverra nec quam sociis nam.,https://images.dog.ceo/breeds/keeshond/n02112350_8251.jpg,Barnaby|luna|Tobi,Stephen W.,Kim D.,2012-08-25,+16253225597,user3341@gmail.com,+19697218892,user7360@gmail.com
5,https://images.dog.ceo/breeds/mountain-bernese/n02107683_6950.jpg,2013-07-08,Donec magna sodales felis urna conubia etiam proin. Morbi etiam. Etiam nulla senectus facilisis lorem. Curae magna montes dictum class nibh cursus ac duis. Augue purus platea diam ut erat. Fames lorem. Justo lacus ipsum lacus lectus massa nibh. Proin etiam. Morbi augue ligula ve dis habitasse. Augue morbi aptent diam laoreet etiam arcu pretium. Dolor vitae magnis dapibus ultricies taciti aenean laoreet. Dolor risus. Donec lorem eni. Justo fames tellus et duis velit viverra vivamus duis a ante purus integer. Neque class imperdiet aliquam class id aptent nec semper senectus. Felis magna fusce vehicula cum massa neque condimentum mus.,https://images.dog.ceo/breeds/malamute/n02110063_12326.jpg,Muffintop|daisy|Avery,Chasen   T.,Susan L.,2013-05-04,+19641764575,user6379@t-mobile.com,+18838266188,user9319@gmail.com
2,https://images.dog.ceo/breeds/wolfhound-irish/n02090721_4203.jpg,2012-09-07,Risus netus luctus ve massa nascetur dui ligula ornare. Felis purus quis consequat volutpat. Etiam neque conubia potenti duis mi eros duis nulla ac. Morbi magna. Nulla ipsum risus lobortis sem porta amet euismod justo at metus dis arcu pharetra. Massa dolor. Proin class. Curae ipsum senectus. Risus metus neque. Purus velit lorem amet dolor nulla eget non pellentesque. Felis augue suspendisse torquent phasellus in condimentum. Neque dolor accumsan magna nonummy.,https://images.dog.ceo/breeds/pomeranian/n02112018_2314.jpg,Madisson,Stephen W.,Joseph T.,2012-06-25,+16253225597,user3341@gmail.com,+12053743498,user9859@t-mobile.com
4,https://images.dog.ceo/breeds/shiba/shiba-2.jpg,2013-01-23,Magna massa mus enim quam. Fusce lacus. Fames ipsum libero felis justo nibh. Class augue. Nulla vitae sodales euismod elementum. Class morbi primis sapien volutpat. Metus lorem tempor sapien ut ultrices inceptos ve porta. Ipsum metus. Lacus augue montes ac senectus quis eros ante. Fusce magna natoque varius litora cras. Etiam class ullamcorper. Netus fames. Fames magna sagittis morbi. Metus risus eros. Fusce massa rutrum ve lorem condimentum. Massa etiam dui duis hac curae. Lacus vitae diam gravida vivamus nisi sed sit consectetuer metus.,https://images.dog.ceo/breeds/akita/An_Akita_Inu_resting.jpg,Pepper|Cody|Scamper,Pam L.,Brandon A.,2013-01-11,+12332041180,user9227@t-mobile.com,+15512040230,user1426@verizon.net
3,https://images.dog.ceo/breeds/chow/n02112137_9866.jpg,2013-05-29,Fames etiam lectus ut faucibus nibh hendrerit dui. Lacus risus elementum dolor commodo feugiat nunc quis conubia amet a. Velit vitae neque risus a blandit in convallis nonummy fames in platea. Dolor magna non elit. Purus morbi dis nunc eu. Nulla velit leo diam at sollicitudin vivamus elementum non gravida ad convallis. Ipsum vitae. Morbi vitae.,https://images.dog.ceo/breeds/poodle-standard/n02113799_6447.jpg,Daphne|Winston|Dakota,Nancy O.,Jennifer R.,2013-03-19,+18366346207,user9792@hotmail.com,+17150212392,user7640@t-mobile.com
2,https://images.dog.ceo/breeds/entlebucher/n02108000_2635.jpg,2012-10-22,Purus class a quis proin pretium lacinia laoreet. Etiam risus fames. Magna velit mollis nisl phasellus magnis quam ad porta. Felis fames. Class fames condimentum eu ornare maecenas convallis ac dolor sapien donec. Magna dolor mollis ridiculus. Proin porta sit ante vestibulum non donec convallis lacus quisque blandit nostra facilisis sodales. Etiam netus sociis class aliquet. Fames etiam nisi cubilia duis ve fusce faucibus hendrerit luctus sagittis tincidunt orci cras ultricies ligula sociis. Ipsum neque habitant adipiscing mauris ve sagittis commodo libero ac arcu netus viverra tincidunt ligula. Donec metus suscipit purus sodales nostra nec sit nam consequat curae ante condimentum aliquam. Curae morbi. Curae vitae ullamcorper hac taciti malesuada metus eu suscipit sed quam eros adipiscing. Netus ipsum nisi accumsan laoreet ante sollicitudin placerat magna convallis parturient. Magna proin nisl purus conubia pede hac potenti accumsan ut purus eget mattis vehicula elit. Netus lorem justo massa litora.,https://images.dog.ceo/breeds/dhole/n02115913_3875.jpg,Ruby,Leilani R.,Demerie S.,2012-09-18,+13813114382,user7508@t-mobile.com,+13000688552,user5888@yahoo.com
4,https://images.dog.ceo/breeds/keeshond/n02112350_7862.jpg,2012-11-28,Nulla class mattis magnis penatibus adipiscing nam fames aliquet. Velit nulla magnis ut posuere elit porttitor facilisis eros eni maecenas elementum enim. Metus curae tempor in. Velit class leo lorem. Class dolor a nisi porta scelerisque eni ve aliquam duis augue. Massa felis dis orci eget et diam commodo lacinia. Metus purus duis hac egestas amet cubilia at. Justo velit. Justo lacus. Neque augue litora fusce dis parturient porttitor pede sit eu. Porta lorem iaculis dis eu cubilia nisi justo feugiat ac erat dapibus augue. Neque vitae non tristique congue lobortis netus leo augue fringilla non consectetuer.,https://images.dog.ceo/breeds/bluetick/n02088632_1636.jpg,Lily|Snowy|Rascal,Derek K.,Juli W.,2012-11-08,+17032182340,user5398@verizon.net,+19004153824,user6666@yahoo.com
1,https://images.dog.ceo/breeds/kelpie/n02105412_6741.jpg,2012-02-15,Risus justo. Dolor lacus neque quis ullamcorper sodales dis ut lacus consectetuer phasellus vitae cras. Donec velit. Lacus vitae. Purus curae auctor dignissim lorem eu porttitor. Netus dolor cras sed est dis. Ipsum dolor. Ipsum nulla lacinia mus pharetra viverra. Nulla neque augue libero condimentum velit consequat nec. Risus magna imperdiet adipiscing quam metus viverra. Porta lorem aenean penatibus adipiscing diam risus ligula tincidunt id litora id. Magna vitae lorem vitae tempus velit. Ipsum augue fames nullam velit suscipit cum sociis aliquam ac ornare. Purus fusce mollis sociosqu. Lacus felis.,https://images.dog.ceo/breeds/puggle/IMG_114654.jpg,Ty,Caroline J.,Ariel R.,2012-01-06,+16222742157,user6094@gmail.com,+12930664513,user4484@verizon.net
4,https://images.dog.ceo/breeds/keeshond/n02112350_9131.jpg,2012-11-16,Massa morbi lacus quisque porttitor litora interdum parturient imperdiet eros. Netus vitae congue. Nulla augue nulla diam hac natoque in taciti sem et a lectus justo nam diam ante fringilla. Massa velit. Dolor neque. Justo velit platea diam vivamus vulputate ve dictum pharetra enim mattis id ut sapien purus suspendisse diam. Lacus justo lacinia class aliquet.,https://images.dog.ceo/breeds/dane-great/n02109047_5005.jpg,Carlos|Faye|Mottley,Danielle W.,Charla H.,2012-10-12,+16616113024,user9612@t-mobile.com,+19611366473,user2757@hotmail.com
5,https://images.dog.ceo/breeds/brabancon/n02112706_637.jpg,2012-05-11,Purus risus pharetra ad. Ipsum risus. Augue neque condimentum ante diam interdum mattis. Augue fusce dis odio sed ornare laoreet magnis. Porta donec nonummy natoque nisl. Dolor netus lacus velit per nibh phasellus magna odio primis in elit proin eu. Donec ipsum integer mattis primis bibendum. Augue curae dignissim urna per. Lacus neque placerat curae nec adipiscing cursus pharetra hymenaeos ac urna bibendum sollicitudin. Neque risus orci duis velit habitasse nisi condimentum. Vitae porta nulla tempor mi purus eros iaculis quisque nonummy. Fusce metus tempus eu tortor senectus enim at vehicula interdum augue. Augue lacus ultrices felis proin. Etiam curae lectus tempor bibendum tristique pellentesque commodo quam sed vel sit cum sed. Curae porta sociosqu lorem morbi nec urna sit at. Porta risus dictumst dignissim id luctus nisi. Magna neque a cras.,https://images.dog.ceo/breeds/brabancon/n02112706_2123.jpg,Bailey|Jake|Bodie,Maureen  B.,Nicole G.,2012-05-08,+17686585094,user8248@t-mobile.com,+17818056323,user6354@gmail.com
3,https://images.dog.ceo/breeds/coonhound/n02089078_2903.jpg,2012-10-26,Risus augue ornare taciti augue ve amet aptent rhoncus. Etiam massa ante natoque eu tristique ut sociis. Lorem velit nulla eros. Neque lacus tincidunt cubilia nec imperdiet turpis. Dolor curae. Velit netus suspendisse urna aenean id. Magna augue lacus nam. Massa class aenean massa. Dolor donec pharetra at est erat id consectetuer libero metus quis ut. Velit donec. Etiam purus. Purus justo sodales aliquet duis in metus in. Ipsum morbi cursus velit proin pretium malesuada nisl. Massa felis aptent et lectus et diam mauris litora fames arcu habitant potenti iaculis curabitur diam nam.,https://images.dog.ceo/breeds/beagle/n02088364_17935.jpg,Djanjo|Roxie,Christa Z.,Anne T.,2012-09-05,+12171301949,user7861@yahoo.com,+17152531405,user8066@verizon.net
3,https://images.dog.ceo/breeds/briard/n02105251_1588.jpg,2012-08-24,Justo metus tortor felis adipiscing suspendisse sociis mi vel scelerisque iaculis est ante quam. Neque metus consequat suspendisse consequat ante nec sociis a faucibus. Proin velit class scelerisque mus. Fusce class rhoncus nulla diam nisl natoque. Purus porta dui cras a eros lacus mollis. Fusce vitae. Lacus fames mollis auctor at hendrerit a. Magna risus quam commodo id mi eros egestas massa ut ipsum. Dolor curae aliquam sodales quam bibendum. Vitae felis. Risus lacus a rutrum arcu.,https://images.dog.ceo/breeds/retriever-golden/n02099601_816.jpg,Kali,Randal  W.,Antonya C.,2012-06-23,+17634844881,user9209@hotmail.com,+19445106093,user4478@verizon.net
2,https://images.dog.ceo/breeds/terrier-american/n02093428_1439.jpg,2012-12-15,Curae netus. Lorem etiam habitasse lectus eleifend. Fames metus aptent vivamus conubia elit dis massa aliquam hendrerit. Risus velit viverra mollis at ve quis. Porta risus pulvinar hac aenean in senectus maecenas. Lorem dolor. Netus velit hendrerit eget mus erat ut. Fusce justo blandit nec mollis ve massa mi a eros. Neque massa dolor felis hac vitae est urna at. Velit fusce libero auctor augue. Purus netus ullamcorper ultrices ultricies sollicitudin parturient. Porta etiam maecenas vel ac class diam cras ridiculus mi netus. Risus felis scelerisque. Risus magna.,https://images.dog.ceo/breeds/retriever-golden/n02099601_816.jpg,Kali,Wendy J.,Antonya C.,2012-11-23,+18842518519,user9082@t-mobile.com,+19445106093,user4478@verizon.net
2,https://images.dog.ceo/breeds/coonhound/n02089078_2903.jpg,2012-02-17,Purus morbi eni erat urna justo rhoncus. Morbi vitae morbi a nisl parturient et hendrerit ullamcorper vitae platea eget ad orci. Dolor morbi interdum felis vel egestas fames. Purus netus inceptos non dictum. Augue morbi fames auctor ad nunc morbi. Risus porta condimentum per et varius eleifend enim ridiculus eu. Justo fames dictum tempor donec nascetur enim lobortis habitasse cursus volutpat. Felis dolor scelerisque hac diam. Class felis magnis class vestibulum inceptos pretium ante in venenatis condimentum fusce aenean turpis vitae parturient ac. Fusce neque diam cubilia nullam lacus posuere tellus semper fames at a. Fames felis cras eu. Donec justo vehicula risus tempus vestibulum proin nibh egestas. Fusce proin. Purus lacus cras ut inceptos elit potenti pretium habitasse nibh. Neque curae. Porta donec erat pretium id sed ad purus ve semper. Dolor lacus non vestibulum parturient mi porttitor dolor.,https://images.dog.ceo/breeds/corgi-cardigan/n02113186_6539.jpg,Eddie,Christa Z.,Theresa K.,2012-01-23,+12171301949,user7861@yahoo.com,+11902861031,user5050@yahoo.com
3,https://images.dog.ceo/breeds/keeshond/n02112350_7893.jpg,2013-01-26,Augue curae pede ante sapien. Vitae felis vivamus. Ipsum felis mollis augue scelerisque. Ipsum fusce. Augue ipsum dis ultricies risus augue hendrerit netus ac sapien ut platea a dictumst pede sapien. Lacus velit a aptent vitae. Felis lorem placerat imperdiet proin mi pellentesque. Purus risus cursus nibh magnis lobortis ad taciti mi mus risus conubia. Augue magna nec ipsum libero platea dignissim placerat enim praesent dictumst purus ante eu sollicitudin. Proin felis diam. Vitae class faucibus. Class vitae nibh interdum porttitor erat. Justo morbi nec orci a purus vivamus sit vestibulum. Massa donec ullamcorper ut auctor nec vestibulum luctus suscipit convallis morbi at. Risus nulla ligula facilisis at ve urna eros penatibus lectus vestibulum etiam.,https://images.dog.ceo/breeds/schipperke/n02104365_9255.jpg,skruffy,Christa A.,Olyvia D.,2013-01-11,+19615067122,user1842@hotmail.com,+12507340802,user3737@t-mobile.com
1,https://images.dog.ceo/breeds/dalmatian/cooper2.jpg,2012-05-17,Metus class rutrum litora lacinia venenatis maecenas sociis enim platea lorem metus rhoncus. Fusce velit ornare nunc. Lacus fames senectus in nisl mattis auctor imperdiet. Augue curae tempus enim cursus penatibus. Etiam class quis maecenas scelerisque pharetra. Curae fusce interdum curabitur non vel hac mi sollicitudin congue. Augue magna vitae. Augue purus magna felis ullamcorper leo mollis. Felis velit conubia nam ve quam mi sollicitudin orci morbi faucibus neque ipsum. Velit netus sed arcu hac at arcu eu leo at. Dolor fusce dapibus morbi enim tortor. Dolor vitae a pede vestibulum mus parturient aenean pulvinar ullamcorper ultrices cras. Nulla porta justo a aptent. Class felis. Purus fusce. Class curae. Curae vitae cursus sapien euismod et urna auctor. Augue class.,https://images.dog.ceo/breeds/komondor/n02105505_4290.jpg,Gadget|Bu|Zeeba,Lauren B.,Camille A.,2012-03-09,+12546478758,user4739@gmail.com,+14291527034,user8744@gmail.com
4,https://images.dog.ceo/breeds/shiba/shiba-2.jpg,2012-08-13,Lacus porta gravida ac nascetur non. Purus metus. Nulla lorem turpis augue sit nonummy litora at augue netus. Vitae massa maecenas porttitor elit erat iaculis et ac mattis. Metus lacus suspendisse. Massa nulla quis neque convallis non. Morbi dolor. Velit felis. Donec felis ligula cras enim auctor dis auctor ac. Proin netus aliquet natoque nullam elit condimentum. Netus donec sociis. Porta massa torquent morbi est. Netus porta donec venenatis feugiat proin amet a enim vitae mattis. Curae netus natoque pretium nibh pellentesque facilisi neque ut semper ut morbi bibendum. Fusce risus platea quam pellentesque. Fames class nulla dictum cursus magna adipiscing arcu etiam. Vitae proin cursus in amet class. Netus proin. Metus class primis platea risus quis est.,https://images.dog.ceo/breeds/akita/Japaneseakita.jpg,Rosco|Waldo,Pam L.,Susan V.,2012-05-27,+12332041180,user9227@t-mobile.com,+12472840680,user8014@yahoo.com
4,https://images.dog.ceo/breeds/chihuahua/n02085620_3651.jpg,2013-02-18,Felis fames sem pharetra a consectetuer amet fusce in luctus. Lacus augue nisl metus feugiat egestas. Ipsum etiam purus mattis ve. Lorem morbi sociis adipiscing. Fusce netus lacus class nunc conubia in vehicula lacinia eros. Velit morbi viverra netus odio a erat eu. Porta donec. Class purus suscipit nam netus aptent neque leo placerat. Justo morbi mauris iaculis laoreet ante mollis. Velit nulla a magnis elit nullam euismod conubia. Lorem neque lorem nunc eleifend. Proin dolor sed nisl quisque. Vitae nulla. Fusce morbi. Risus porta natoque euismod lacinia eleifend metus convallis tempus faucibus vulputate pellentesque adipiscing. Porta etiam litora euismod. Lorem fames.,https://images.dog.ceo/breeds/stbernard/n02109525_11732.jpg,Cessie,Sharon H.,Courtney M.,2013-01-01,+17805637575,user7582@yahoo.com,+17198780056,user6899@hotmail.com
4,https://images.dog.ceo/breeds/bouvier/n02106382_4609.jpg,2013-05-26,Vitae porta potenti facilisi iaculis praesent quis cubilia mi. Magna etiam. Curae augue. Lorem magna mollis justo sit dis eu urna tempor. Neque class. Proin fames montes mi sociosqu nascetur class et elementum metus erat metus sociis. Magna vitae montes class tellus at volutpat odio. Felis fusce urna sit nisl nulla platea per nibh cum curae nonummy dictum fames. Proin risus luctus vestibulum pellentesque dapibus porta netus sapien adipiscing justo. Massa proin hymenaeos. Fusce risus sagittis fusce primis velit maecenas mi suspendisse mi. Justo massa odio sodales dolor orci arcu sem euismod odio hac ligula mi pulvinar pretium semper. Proin dolor erat. Donec dolor non venenatis. Magna etiam metus orci mi elit hendrerit auctor in varius ve vehicula nisi eni feugiat. Netus velit. Massa donec enim etiam habitant lorem pretium semper per placerat pretium velit nunc hac rutrum.,https://images.dog.ceo/breeds/spaniel-brittany/n02101388_10502.jpg,Monty,Anne D.,Patty C.,2013-05-04,+19545178315,user7112@verizon.net,+13507810880,user7988@hotmail.com
2,https://images.dog.ceo/breeds/borzoi/n02090622_266.jpg,2013-05-23,Purus vitae ridiculus at nisi sociosqu neque ve imperdiet massa in consequat purus. Donec justo tempor egestas ut. Nulla morbi. Purus morbi. Massa porta primis justo scelerisque accumsan risus. Lorem nulla elit. Augue etiam nullam praesent.,https://images.dog.ceo/breeds/puggle/IMG_174753.jpg,Six|Light|Piper,Dawn M.,Diane H.,2013-04-01,+15697504425,user2847@verizon.net,+14558572257,user6977@yahoo.com
4,https://images.dog.ceo/breeds/pomeranian/n02112018_12586.jpg,2013-04-19,Neque nulla euismod et venenatis a class. Etiam magna donec molestie adipiscing. Lacus risus maecenas nibh sed morbi adipiscing vivamus eget ve nibh sociosqu. Lacus metus a auctor urna ullamcorper nonummy felis magna ultrices proin consequat convallis erat egestas id. Fusce risus. Massa fames. Massa augue fusce. Ipsum nulla enim orci senectus parturient ultricies fames at. Justo felis molestie massa vitae enim natoque in montes eni eu sagittis. Augue class porta ultrices. Lacus nulla ornare orci cras. Felis dolor eros suscipit tortor enim. Netus vitae conubia augue massa metus tincidunt sed. Ipsum velit cras. Donec neque hymenaeos accumsan curae quis elit ut diam.,https://images.dog.ceo/breeds/komondor/n02105505_853.jpg,Brooke|Zero,Julie X.,Andrew L.,2013-03-20,+19586017889,user1932@yahoo.com,+16844023813,user3063@verizon.net
1,https://images.dog.ceo/breeds/beagle/n02088364_16689.jpg,2013-05-31,Fusce justo ante integer eu nisl elementum ridiculus justo dapibus augue ac quam eros orci. Porta risus netus erat eu augue. Curae massa neque vel mattis amet felis neque. Nulla class luctus dolor viverra eros elementum molestie. Fusce massa eni eget duis. Risus lacus ornare sociis nec. Dolor lacus ullamcorper maecenas. Class fames nibh vehicula tincidunt eros hac felis nibh suspendisse. Augue felis. Purus dolor netus arcu et pellentesque pretium cum senectus a lobortis cum.,https://images.dog.ceo/breeds/elkhound-norwegian/n02091467_473.jpg,Dolce,Julianna C.,Joe B.,2013-04-01,+19232808212,user5555@gmail.com,+15102338273,user5339@verizon.net
4,https://images.dog.ceo/breeds/papillon/n02086910_8194.jpg,2012-06-07,Magna neque cursus rutrum nulla posuere. Velit purus morbi nam parturient. Risus donec amet odio ante cum phasellus. Donec purus rhoncus netus nisl lectus mollis. Donec justo sed quis lacinia lorem ad vulputate. Class netus enim dui curae eros ullamcorper quisque netus. Vitae dolor. Nulla proin posuere pede mus donec purus sit ante leo. Proin nulla montes curae fusce nascetur arcu interdum habitant blandit duis. Magna massa. Justo class leo eget ad vel ante nibh augue. Fames metus sagittis metus porttitor dictum. Class lacus praesent sed pretium odio adipiscing sociis cum nunc at sollicitudin. Porta lorem. Curae magna porta. Velit massa eros per velit. Dolor porta.,https://images.dog.ceo/breeds/weimaraner/n02092339_2691.jpg,oscar|Max|Kayia,Gwen G.,Robert C.,2012-06-03,+17196654808,user9973@hotmail.com,+19907428841,user9294@hotmail.com
5,https://images.dog.ceo/breeds/newfoundland/n02111277_2411.jpg,2013-03-07,Curae fames arcu. Dolor velit. Morbi ipsum augue taciti congue habitant dapibus arcu mattis pharetra vestibulum sodales eget per augue imperdiet adipiscing erat turpis tincidunt. Etiam morbi litora aptent vel nibh cras risus lacus felis nisl. Class fusce accumsan magna ridiculus cubilia velit. Donec massa sem adipiscing porta nisi. Massa vitae netus libero massa non. Fusce ipsum vivamus mus ligula a ultrices ante elementum non commodo torquent. Dolor felis cras fusce risus proin nisi at tristique ipsum. Class etiam. Fusce proin magnis elit hendrerit enim quam adipiscing arcu purus eu hendrerit. Ipsum fames nisi augue. Dolor etiam a nunc fusce tincidunt mattis torquent suspendisse. Justo vitae ligula enim. Lacus morbi.,https://images.dog.ceo/breeds/airedale/n02096051_1625.jpg,Benito|livie|Kaiser,Mackenzie  S.,Lottie  C.,2012-12-12,+12800700943,user4917@t-mobile.com,+15133407335,user6929@hotmail.com
2,https://images.dog.ceo/breeds/keeshond/n02112350_7893.jpg,2012-04-25,Dolor fames. Nulla vitae. Donec netus mus. Risus dolor. Morbi justo tellus maecenas. Felis lacus. Velit dolor quis mattis curabitur vivamus consectetuer mollis fusce fermentum lacus hymenaeos. Massa porta cum magna fusce scelerisque ve mauris morbi. Risus neque magna cras a ante metus ac nisl tortor consequat dictum adipiscing neque. Velit massa nunc sem velit phasellus placerat. Vitae morbi pede molestie nunc id nunc dolor suspendisse. Augue risus a aliquet varius eni. Neque curae nibh lobortis et libero lorem est. Purus fusce taciti molestie pulvinar ve quam nisl iaculis curae. Porta neque libero id cubilia ante mus eu magnis mi litora eleifend nisl. Porta nulla inceptos augue eros cursus semper sem quis arcu odio. Netus ipsum volutpat ipsum urna. Neque morbi ultrices. Vitae dolor scelerisque sem at a nibh etiam. Donec felis dolor neque.,https://images.dog.ceo/breeds/pointer-german/n02100236_485.jpg,Schatzie|tabitha,Christa A.,Fahreta  G.,2012-04-10,+19615067122,user1842@hotmail.com,+12916239875,user8400@gmail.com
2,https://images.dog.ceo/breeds/wolfhound-irish/n02090721_4203.jpg,2013-05-30,Porta fusce sed nunc quis nunc eros. Proin netus justo morbi feugiat mauris elit. Morbi porta per quam vulputate sapien mauris ut senectus platea.,https://images.dog.ceo/breeds/schipperke/n02104365_5740.jpg,Riley,Stephen W.,Chris S.,2013-05-14,+16253225597,user3341@gmail.com,+14040008764,user3072@yahoo.com
3,https://images.dog.ceo/breeds/rottweiler/n02106550_1366.jpg,2012-07-06,Metus proin. Ipsum fames urna a eros in felis curabitur cum consectetuer ornare ad enim pulvinar platea. Massa porta fusce laoreet cubilia nullam id faucibus dis. Augue velit quisque sed. Justo ipsum dis nisi sit rhoncus maecenas ligula nunc. Magna neque tempor interdum at class semper ligula cum in lectus. Velit magna accumsan dolor class rhoncus dui aenean magnis facilisis ve dolor varius. Lacus nulla. Fusce lorem scelerisque facilisi ridiculus ac nunc hendrerit. Risus porta. Augue metus ipsum luctus sollicitudin aliquam class eu at. Proin velit nulla praesent proin consequat facilisi. Porta dolor massa cubilia accumsan mi. Augue ipsum vel ante cum bibendum augue rutrum. Risus etiam vehicula nec mi consectetuer. Lacus class accumsan adipiscing consequat condimentum etiam. Neque justo aliquet. Fusce metus.,https://images.dog.ceo/breeds/mountain-bernese/n02107683_3987.jpg,Macy,Caroline M.,Carla V.,2012-06-22,+11886665875,user7287@hotmail.com,+17561110025,user9460@yahoo.com
